,text,created_at,retweet_count,favorite_count,is_retweet,word,china_virus,enlargen
53,Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis. The Fake News just hasn’t figured that out yet!,3/29/20 16:53,25679,122025,FALSE,Virus,0,0
54,“With the Tax Cuts and new Trade Deals we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow  @MariaBartiromo We were breaking all records especially on employment. It will all come roaring back again and fast!,3/29/20 16:07,16580,80474,FALSE,Virus,0,0
55,RT @Battelle: Coronavirus In Ohio: @Battelle Pioneers Technology To Clean And Reuse PPE | @WOSU Radiohttps://t.co/qE1SFhofW4,3/29/20 15:13,4151,0,TRUE,Coronavirus,0,0
56,RT @VaticanNews: #PopeFrancis delivers an extraordinary blessing “To the City and to the World” to pray for an end to the Covid-19 #coronav…,3/29/20 14:48,5129,0,TRUE,Covid-19,0,0
57,On the recommendation of the White House CoronaVirus Task Force and upon consultation with the Governor’s of New York New Jersey and Connecticut I have asked the @CDCgov to issue a strong Travel Advisory to be administered by the Governors in consultation with the....,3/29/20 0:19,23918,109932,FALSE,CoronaVirus,0,0
58,RT @TeamTrump: President @realDonaldTrump signs coronavirus relief CARES Act! https://t.co/Ine2eOONs2,3/28/20 4:48,8009,0,TRUE,coronavirus,0,0
59,RT @alx: How is that any different than what Hannity has said?Neither said anything wrong. They did not call Coronavirus a Hoax or Scam…,3/28/20 0:56,5586,0,TRUE,Coronavirus,0,0
60,RT @alx: FOX Business Network Fires @trish_regan for Telling the Truth About How Liberal Media Was Using Coronavirus to Take Down Trump -…,3/28/20 0:55,12683,0,TRUE,Coronavirus,0,0
61,RT @SenateGOP: 🚨 Help is on the way. 🚨President @realdonaldtrump just SIGNED the Coronavirus Aid Relief &amp; Economic Security Act into law…,3/27/20 20:39,7192,0,TRUE,Coronavirus,0,0
62,...&amp; costly. Workers &amp; small businesses need money now in order to survive. Virus wasn’t their fault. It is “HELL” dealing with the Dems had to give up some stupid things in order to get the “big picture” done. 90% GREAT! WIN BACK HOUSE but throw Massie out of Republican Party!,3/27/20 13:44,15184,58630,FALSE,Virus,0,0
63,Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is ravaging large parts of our Planet. China has been through much &amp; has developed a strong understanding of the Virus. We are working closely together. Much respect!,3/27/20 5:19,51444,337056,FALSE,CoronaVirus,0,0
64,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/Z8tK225cN6,3/26/20 21:27,8560,0,TRUE,Coronavirus,0,0
65,RT @LouDobbs: Gallup poll shows strong 60% approval of President @realDonaldTrump's handling of Virus Crisis:   Overall Job Approval Rating…,3/25/20 11:49,13319,0,TRUE,Virus,0,0
66,RT @GreggJarrett: Can We Trust China to Ban Wet Markets? https://t.co/qS5eCF3d0V,3/25/20 11:45,6050,0,TRUE,China,0,0
67,RT @LouDobbs: ⁦Real leadership: @realDonaldTrump⁩ says there's 'light at the end of the tunnel' as White House pitches $6T coronavirus stim…,3/25/20 11:17,5497,0,TRUE,coronavirus,0,0
68,“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness,3/25/20 10:14,20642,108681,FALSE,China,0,0
69,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/wSJapMcrkl,3/24/20 21:44,8320,0,TRUE,Coronavirus,0,0
70,The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,3/24/20 3:43,14445,72652,FALSE,Coronavirus,0,0
71,Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders &amp; Green New Deal. Republicans shouldn’t agree!,3/24/20 3:33,49112,196419,FALSE,Virus,0,0
72,....us since the beginning of this crisis.” They meant the opposite? Forgot to mention that I closed our Country to China (and Europe) very early long before it was considered acceptable to do so. Sleepy Joe said I was “xenophobic” but I saved thousands of lives! Fake News!,3/24/20 2:44,15286,74254,FALSE,China,0,0
73,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/Ciwe6T4Dr2,3/23/20 22:11,8998,0,TRUE,Coronavirus,0,0
74,RT @SecGeneScalia: .@POTUS signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID-…,3/23/20 12:47,8070,0,TRUE,Coronavirus,0,0
75,RT @TrumpWarRoom: ⚠️ THREAD: President @realDonaldTrump took decisive action from the beginning to protect Americans from the Chinese coron…,3/23/20 12:41,15581,0,TRUE,Chinese,0,0
76,RT @KamVTV: MSNBC at Coronavirus presser: You were not prepared in beginning of outbreak of virus. Trump: In the beginning when I halted…,3/23/20 12:41,20576,0,TRUE,Coronavirus,0,0
77,RT @AndrewCMcCarthy: Chinese communist regime still claims only a couple of hundred people died in Tiananmen Square massacre. Why would any…,3/23/20 12:32,15366,0,TRUE,Chinese,0,0
78,RT @thebradfordfile: NEVER FORGET -- While Joe Biden was giving Hunter a ride to China on Air Force Two to close a $1.5 billion deal with…,3/23/20 12:25,11424,0,TRUE,China,0,0
79,RT @DonaldJTrumpJr: WHO Spread False Chinese Government Propaganda: Coronavirus Not Contagious Among Humans  https://t.co/Wf0NpA9o7t,3/23/20 12:24,17346,0,TRUE,Chinese,0,0
80,RT @SexCounseling: @realDonaldTrump The fear of the virus cannot collapse our economy that President Trump has built up.  We The People a…,3/23/20 12:00,4548,0,TRUE,virus,0,0
81,My friend (always there when I’ve needed him!) Senator @RandPaul was just tested “positive” from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits.,3/23/20 1:20,30707,196503,FALSE,Chinese,1,1
82,RT @WhiteHouse: .@FEMA_Pete: FEMA is providing critical support to the Coronavirus response efforts of state local and tribal governments…,3/23/20 0:38,5506,0,TRUE,Coronavirus,0,0
83,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/bPsEAcwjwb,3/22/20 21:56,9368,0,TRUE,Coronavirus,0,0
84,RT @senatemajldr: Senate Republicans’ proposal the Coronavirus Aid Relief and Economic Security Act will get cash assistance in the han…,3/22/20 13:34,6681,0,TRUE,Coronavirus,0,0
85,RT @senatemajldr: The past two days of intense bipartisan talks are very close to a resolution. An update on the Coronavirus Aid Relief &amp;…,3/22/20 13:27,3839,0,TRUE,Coronavirus,0,0
86,RT @HeyPeggyGG: @TeamCavuto @ltgrusselhonore Coronavirus or no coronavirus Preident @realDonaldTrump hands down should be re-elected based…,3/22/20 10:17,3283,0,TRUE,Coronavirus,0,0
87,RT @TeamCavuto: .@SenJohnKennedy to guest host @cvpayne: Our economy is going to take a short-term hit from the COVID-19 outbreak but I do…,3/22/20 10:12,2502,0,TRUE,COVID-19,0,0
88,RT @Judgenap: Maintaining Freedom in America During Coronavirus Madnesshttps://t.co/gxUMEp0CU9,3/22/20 10:10,2563,0,TRUE,Coronavirus,0,0
89,RT @MariaBartiromo: Why Tom Cotton and Others Are Right To Question Where Coronavirus Started | The National Interest ⁦@SundayFutures⁩ ⁦@Fo…,3/22/20 10:03,4001,0,TRUE,Coronavirus,0,0
90,RT @WhiteHouse: The Chinese Communist Party Russia Iran and bad actors around the world are spreading misinformation and lies about the…,3/22/20 9:43,12509,0,TRUE,Chinese,0,0
91,RT @CVSHealth: .@cvspharmacy waiving charges for home delivery of prescription medications due to the COVID-19 pandemic. Learn more: https:…,3/22/20 3:40,2809,0,TRUE,COVID-19,0,0
92,RT @kayleighmcenany: If you &amp; CNN would have paid attention to the White House coronavirus briefing you would have the answer.“We have p…,3/22/20 3:31,10936,0,TRUE,coronavirus,0,0
93,RT @RyanAFournier: Fact:Under President Trump the process of getting a coronavirus vaccine into testing has occurred at one of the FASTE…,3/22/20 3:20,12009,0,TRUE,coronavirus,0,0
94,CHINESE VIRUS FACT CHECK https://t.co/qJugCylvE2,3/22/20 2:53,67460,208973,FALSE,CHINESE,1,1
95,RT @MichaelCoudrey: Everyone who thinks coronavirus is harmless or doesn’t matter should rethink that opinion immediately.This is an extr…,3/21/20 16:04,8685,0,TRUE,coronavirus,0,0
96,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/km5CdvLvGG,3/20/20 15:50,9277,0,TRUE,Coronavirus,0,0
97,RT @SenShelby: The Senate remains in session this week working to pass monumental legislation to combat the Coronavirus &amp; help the American…,3/20/20 4:43,3806,0,TRUE,Coronavirus,0,0
98,RT @SenatorRisch: 🚨Attention Idaho small business owners🚨 If your business has been disrupted or impacted by coronavirus fill out a form w…,3/20/20 4:39,2797,0,TRUE,coronavirus,0,0
99,"RT @SenateGOP: ""In the fight against the coronavirus the Trump administration is not just taking a whole of government approach but a who…",3/20/20 4:38,3221,0,TRUE,coronavirus,0,0
100,RT @ChuckGrassley: 2day the Senate is expected to vote on the bipartisan House bill to provide relief to workers affected by coronavirus I’…,3/20/20 4:38,2702,0,TRUE,coronavirus,0,0
101,RT @senrobportman: Just voted to pass the Families First Coronavirus Response Act providing:- Free coronavirus testing- Paid sick leave…,3/20/20 4:30,2825,0,TRUE,Coronavirus,0,0
102,RT @NBCNews: JUST IN: US Senate passes coronavirus relief bill that would provide for free coronavirus testing paid family and sick leave…,3/20/20 4:29,3706,0,TRUE,coronavirus,0,0
103,RT @SenFinance: Chairman @ChuckGrassley on the passage of the Families First Coronavirus Response Act:✓ Increased paid sick leave✓ Incr…,3/20/20 4:28,2060,0,TRUE,Coronavirus,0,0
104,RT @SenBillCassidy: The economic problems caused by this virus have never been seen before. This package is to help individuals families a…,3/20/20 4:28,2310,0,TRUE,virus,0,0
105,RT @GrassleyPress: BREAKING → The Families First Coronavirus Response Act is heading to President @realDonaldTrump’s desk. https://t.co/po6…,3/20/20 4:27,2135,0,TRUE,Coronavirus,0,0
106,RT @Scavino45: Last night in the Oval Office @POTUS @realDonaldTrump signed into law: H.R. 6201 the “Families First Coronavirus Response…,3/20/20 4:24,3944,0,TRUE,Coronavirus,0,0
107,RT @SenateGOP: ✓ SIGNED by @realDonaldTrumpThe Families First Coronavirus Response Act is now law.,3/20/20 4:22,2938,0,TRUE,Coronavirus,0,0
108,RT @senatemajldr: The Coronavirus Aid Relief &amp; Economic Security Act proposes bold action on four urgent priorities:1. Direct financial…,3/20/20 4:18,4088,0,TRUE,Coronavirus,0,0
109,THANK YOU to our Police Officers Fire Fighters and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!,3/19/20 22:16,40309,227842,FALSE,Virus,0,0
110,RT @WhiteHouse: When this virus is defeated our great American economy will bounce back rapidly. https://t.co/812JGjlDIm,3/19/20 18:01,11068,0,TRUE,virus,0,0
111,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/uvFZaWbcME,3/19/20 15:32,7881,0,TRUE,Coronavirus,0,0
